ID	MALAT1	Type
TCGA-50-6597-01A-11R-1858-07	86.22429	Tumor
TCGA-75-5147-01A-01R-1628-07	9.132232	Tumor
TCGA-J2-8192-01A-11R-2241-07	40.00174	Tumor
TCGA-44-A47B-01A-11R-A24H-07	73.2158	Tumor
TCGA-50-5935-01A-11R-1755-07	43.68818	Tumor
TCGA-NJ-A55A-01A-11R-A262-07	39.68712	Tumor
TCGA-55-6972-01A-11R-1949-07	22.99144	Tumor
TCGA-44-2656-01A-02R-A278-07	965.109	Tumor
TCGA-69-7973-01A-11R-2187-07	13.88943	Tumor
TCGA-44-6146-01B-04R-A277-07	3530.686	Tumor
TCGA-44-6779-01A-11R-1858-07	7.593669	Tumor
TCGA-69-8253-01A-11R-2287-07	41.08298	Tumor
TCGA-86-8074-01A-11R-2241-07	12.35677	Tumor
TCGA-05-4249-01A-01R-1107-07	17.54293	Tumor
TCGA-55-1596-01A-01R-0946-07	3.13003	Tumor
TCGA-55-7914-01A-11R-2170-07	34.64228	Tumor
TCGA-75-6211-01A-11R-1755-07	10.94769	Tumor
TCGA-75-7025-01A-12R-1949-07	54.66357	Tumor
TCGA-MP-A4TK-01A-11R-A24X-07	30.66081	Tumor
TCGA-62-A46V-01A-11R-A24H-07	33.70676	Tumor
TCGA-MP-A4TA-01A-21R-A24X-07	18.1951	Tumor
TCGA-97-8179-01A-11R-2287-07	107.0582	Tumor
TCGA-91-6831-01A-11R-1858-07	21.75354	Tumor
TCGA-05-5420-01A-01R-1628-07	2.070185	Tumor
TCGA-J2-A4AE-01A-21R-A24H-07	72.2101	Tumor
TCGA-50-6673-01A-11R-1949-07	10.64935	Tumor
TCGA-75-6206-01A-11R-1755-07	16.88911	Tumor
TCGA-49-AARN-01A-21R-A41B-07	22.88392	Tumor
TCGA-55-6985-01A-11R-1949-07	16.38058	Tumor
TCGA-L9-A443-01A-12R-A24H-07	89.39232	Tumor
TCGA-97-A4M2-01A-12R-A24X-07	46.2056	Tumor
TCGA-55-7815-01A-11R-2170-07	34.74267	Tumor
TCGA-49-AAR2-01A-11R-A39D-07	46.4631	Tumor
TCGA-55-7576-01A-11R-2066-07	10.39291	Tumor
TCGA-78-7160-01A-11R-2039-07	12.04161	Tumor
TCGA-55-8090-01A-11R-2241-07	35.70235	Tumor
TCGA-49-4486-01A-01R-1206-07	7.518574	Tumor
TCGA-97-8176-01A-11R-2403-07	11.63571	Tumor
TCGA-69-7761-01A-11R-2170-07	32.48166	Tumor
TCGA-55-8510-01A-11R-2403-07	31.7995	Tumor
TCGA-55-8508-01A-11R-2403-07	30.76086	Tumor
TCGA-73-4662-01A-01R-1206-07	56.7403	Tumor
TCGA-55-8206-01A-11R-2241-07	39.67358	Tumor
TCGA-44-4112-01B-06R-A277-07	9136.404	Tumor
TCGA-75-7030-01A-11R-1949-07	11.02235	Tumor
TCGA-49-4512-01A-21R-1858-07	77.42781	Tumor
TCGA-MP-A4TE-01A-22R-A466-07	13.54607	Tumor
TCGA-55-8615-01A-11R-2403-07	7.913676	Tumor
TCGA-91-6828-01A-11R-1858-07	40.93022	Tumor
TCGA-49-4488-01A-01R-1755-07	7.642134	Tumor
TCGA-50-6590-01A-12R-1858-07	17.76654	Tumor
TCGA-86-8279-01A-11R-2287-07	67.00776	Tumor
TCGA-38-4632-01A-01R-1755-07	2.911764	Tumor
TCGA-50-5044-01A-21R-1858-07	16.02218	Tumor
TCGA-95-A4VP-01A-21R-A262-07	27.00456	Tumor
TCGA-49-AAR3-01A-11R-A41B-07	21.04435	Tumor
TCGA-38-4631-01A-01R-1755-07	3.904995	Tumor
TCGA-95-7562-01A-11R-2241-07	11.76572	Tumor
TCGA-69-7978-01A-11R-2187-07	24.75349	Tumor
TCGA-55-7903-01A-11R-2170-07	80.9715	Tumor
TCGA-44-2666-01B-02R-A277-07	5518.377	Tumor
TCGA-4B-A93V-01A-11R-A39D-07	49.58494	Tumor
TCGA-44-5645-01B-04R-A277-07	12504.12	Tumor
TCGA-44-A479-01A-31R-A24H-07	35.21079	Tumor
TCGA-05-4430-01A-02R-1206-07	3.689178	Tumor
TCGA-95-7043-01A-11R-1949-07	50.97893	Tumor
TCGA-MP-A4TH-01A-31R-A262-07	42.10685	Tumor
TCGA-38-4626-01A-01R-1206-07	26.53087	Tumor
TCGA-50-5930-01A-11R-1755-07	26.51935	Tumor
TCGA-78-7535-01A-11R-2066-07	34.43157	Tumor
TCGA-50-6592-01A-11R-1755-07	22.42421	Tumor
TCGA-NJ-A55R-01A-11R-A262-07	55.88057	Tumor
TCGA-91-8499-01A-11R-2403-07	5.940232	Tumor
TCGA-55-6986-01A-11R-1949-07	17.64064	Tumor
TCGA-55-6712-01A-11R-1858-07	11.59474	Tumor
TCGA-44-2662-01B-02R-A277-07	5732.2	Tumor
TCGA-67-6215-01A-11R-1755-07	34.39183	Tumor
TCGA-MP-A4TD-01A-32R-A262-07	37.17903	Tumor
TCGA-78-7536-01A-11R-2066-07	7.594227	Tumor
TCGA-86-6562-01A-11R-1755-07	15.2653	Tumor
TCGA-05-4418-01A-01R-1206-07	5.852331	Tumor
TCGA-MP-A4T9-01A-11R-A24X-07	19.58857	Tumor
TCGA-78-7143-01A-11R-2039-07	46.7973	Tumor
TCGA-69-8255-01A-11R-2287-07	14.67942	Tumor
TCGA-05-4384-01A-01R-1755-07	58.4662	Tumor
TCGA-73-7499-01A-11R-2187-07	9.61554	Tumor
TCGA-86-8075-01A-11R-2241-07	24.23172	Tumor
TCGA-50-5946-02A-11R-2090-07	6.9797	Tumor
TCGA-44-5645-01A-01R-1628-07	35.22324	Tumor
TCGA-NJ-A4YQ-01A-11R-A262-07	39.7089	Tumor
TCGA-49-4487-01A-21R-1858-07	29.09355	Tumor
TCGA-62-8398-01A-11R-2326-07	9.26248	Tumor
TCGA-MP-A4SW-01A-21R-A24X-07	30.30539	Tumor
TCGA-73-4677-01A-01R-1206-07	13.61433	Tumor
TCGA-86-8673-01A-11R-2403-07	11.30566	Tumor
TCGA-75-5146-01A-01R-1628-07	3.351993	Tumor
TCGA-49-4490-01A-21R-1858-07	14.98307	Tumor
TCGA-71-8520-01A-11R-2403-07	24.36919	Tumor
TCGA-55-7913-01B-11R-2241-07	36.33127	Tumor
TCGA-44-7669-01A-21R-2066-07	35.77358	Tumor
TCGA-55-8505-01A-11R-2403-07	9.638985	Tumor
TCGA-50-6595-01A-12R-1858-07	5.296683	Tumor
TCGA-62-A471-01A-12R-A24H-07	15.98042	Tumor
TCGA-78-7161-01A-11R-2039-07	103.2436	Tumor
TCGA-53-A4EZ-01A-12R-A24X-07	24.03926	Tumor
TCGA-62-8397-01A-11R-2326-07	25.9722	Tumor
TCGA-67-4679-01B-01R-1755-07	100.7665	Tumor
TCGA-38-7271-01A-11R-2039-07	8.877832	Tumor
TCGA-50-5944-01A-11R-1755-07	19.19477	Tumor
TCGA-80-5608-01A-31R-1949-07	43.58325	Tumor
TCGA-91-7771-01A-11R-2170-07	97.69305	Tumor
TCGA-55-8207-01A-11R-2241-07	65.56655	Tumor
TCGA-62-A46O-01A-11R-A24H-07	73.05987	Tumor
TCGA-44-A47A-01A-21R-A24H-07	21.459	Tumor
TCGA-44-7661-01A-11R-2066-07	22.11042	Tumor
TCGA-J2-8194-01A-11R-2241-07	23.60166	Tumor
TCGA-95-A4VN-01A-11R-A262-07	31.59167	Tumor
TCGA-50-5932-01A-11R-1755-07	25.44595	Tumor
TCGA-44-2657-01A-01R-1107-07	19.23399	Tumor
TCGA-MP-A5C7-01A-11R-A262-07	41.43481	Tumor
TCGA-75-7031-01A-11R-1949-07	35.92068	Tumor
TCGA-55-8087-01A-11R-2241-07	40.76644	Tumor
TCGA-55-8621-01A-11R-2403-07	16.28607	Tumor
TCGA-55-A492-01A-11R-A24H-07	21.8828	Tumor
TCGA-55-8085-01A-11R-2241-07	64.65915	Tumor
TCGA-NJ-A55O-01A-11R-A262-07	36.79972	Tumor
TCGA-05-4390-01A-02R-1755-07	6.978045	Tumor
TCGA-97-7552-01A-11R-2039-07	10.46135	Tumor
TCGA-80-5611-01A-01R-1628-07	9.589666	Tumor
TCGA-78-8648-01A-11R-2403-07	12.99348	Tumor
TCGA-91-A4BD-01A-11R-A24H-07	16.01425	Tumor
TCGA-78-8655-01A-11R-2403-07	9.810344	Tumor
TCGA-78-7162-01A-21R-2066-07	9.097184	Tumor
TCGA-49-4494-01A-01R-1206-07	1.813554	Tumor
TCGA-55-7728-01A-11R-2187-07	42.53955	Tumor
TCGA-86-6851-01A-11R-1949-07	71.14712	Tumor
TCGA-86-8359-01A-11R-2326-07	6.970552	Tumor
TCGA-67-6216-01A-11R-1755-07	23.04767	Tumor
TCGA-69-8453-01A-12R-2326-07	9.875605	Tumor
TCGA-55-6983-01A-11R-1949-07	12.69541	Tumor
TCGA-75-6212-01A-11R-1755-07	14.40296	Tumor
TCGA-44-2666-01A-01R-0946-07	25.10629	Tumor
TCGA-64-1680-01A-02R-0946-07	5.857784	Tumor
TCGA-73-7498-01A-12R-2187-07	42.44901	Tumor
TCGA-55-7284-01B-11R-2241-07	14.58394	Tumor
TCGA-55-8096-01A-11R-2241-07	37.9359	Tumor
TCGA-93-A4JN-01A-11R-A24X-07	27.0293	Tumor
TCGA-93-A4JP-01A-11R-A24X-07	33.72073	Tumor
TCGA-75-6203-01A-11R-1755-07	25.35049	Tumor
